,ID,Type,SKU,Parent,Name,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Position,Short description,Description,Categories,Sale price,Regular price,Tiered pricing type,Tiered pricing minimum product quantity,Fixed Tiered Prices,Percentage Tiered Prices,Supplier Id,Supplier Name,Supplier Slug,Supplier Description,Supplier Email,Supplier Account Number,Published,Is featured?,Visibility in catalog,Shipping class,Images,Upsells,Cross-sells,Tags,Tax class,Tax status,In stock?,Stock,Low stock amount,Attribute 2 name,Attribute 2 global,Attribute 2 visible,Attribute 2 value(s),Attribute 3 name,Attribute 3 global,Attribute 3 visible,Attribute 3 value(s),Attribute 4 name,Attribute 4 global,Attribute 4 visible,Attribute 4 value(s),Attribute 5 name,Attribute 5 global,Attribute 5 visible,Attribute 5 value(s),Attribute 6 name,Attribute 6 global,Attribute 6 visible,Attribute 6 value(s)
168,169,variable,200682060229 ,,Kokosnusskerzen,Versandeinheit,Paket,1,1,,6,"Kokosnusskerzen 150g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,11.44,fixed,1,"10:11.44,20:10.85,30:10.43,40:10.05,50:9.90,60:9.75,70:9.46,80:9.31,90:9.16,100:9.02,",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,150g,,,,,,,,,Farben,1,1,Vanilla
169,170,variation,200682060229-PAL ,200682060229,Kokosnusskerzen,Versandeinheit,Palette,,1,,7,"Kokosnusskerzen 150g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,8.87,fixed,1,"390:8.87, 780:8.79, 1170:8.72, 1560:8.65, 1950:8.57, 2340:8.50, 2730:8.42, 3120:8.35, 3510:8.28, 3900:8.13, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,150g,,,,,,,,,Farben,1,1,Vanilla
170,171,variable,200682060230 ,,Kokosnusskerzen,Versandeinheit,Paket,1,1,,8,"Kokosnusskerzen 150g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,11.44,fixed,1,"10:11.44,20:10.85,30:10.43,40:10.05,50:9.90,60:9.75,70:9.46,80:9.31,90:9.16,100:9.02,",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie_c3010a35-fd9e-44d3-971c-5648cd4844ee.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,150g,,,,,,,,,Farben,1,1,Lavender
171,172,variation,200682060230-PAL ,200682060230,Kokosnusskerzen,Versandeinheit,Palette,,1,,9,"Kokosnusskerzen 150g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,8.87,fixed,1,"390:8.87, 780:8.79, 1170:8.72, 1560:8.65, 1950:8.57, 2340:8.50, 2730:8.42, 3120:8.35, 3510:8.28, 3900:8.13, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie_c3010a35-fd9e-44d3-971c-5648cd4844ee.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,150g,,,,,,,,,Farben,1,1,Lavender
172,173,variable,200683060226 ,,Kokosnusskerzen,Versandeinheit,Paket,1,1,,10,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,17.28,fixed,1,"10:17.28,20:16.57,30:15.76,40:15.53,50:15.30,60:15.07,70:14.62,80:14.39,90:14.16,100:13.93,",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Cinnamon
173,174,variation,200683060226-PAL ,200683060226,Kokosnusskerzen,Versandeinheit,Palette,,1,,11,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,13.70,fixed,1,"390:13.70, 780:13.59, 1170:13.48, 1560:13.36, 1950:13.25, 2340:13.13, 2730:13.02, 3120:12.90, 3510:12.79, 3900:12.56, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Cinnamon
174,175,variable,200683060227 ,,Kokosnusskerzen,Versandeinheit,Paket,1,1,,12,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,17.28,fixed,1,"10:17.28,20:16.57,30:15.76,40:15.53,50:15.30,60:15.07,70:14.62,80:14.39,90:14.16,100:13.93,",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Amber Musk
175,176,variation,200683060227-PAL ,200683060227,Kokosnusskerzen,Versandeinheit,Palette,,1,,13,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,13.70,fixed,1,"390:13.70, 780:13.59, 1170:13.48, 1560:13.36, 1950:13.25, 2340:13.13, 2730:13.02, 3120:12.90, 3510:12.79, 3900:12.56, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Amber Musk
176,177,variable,200683060228 ,,Kokosnusskerzen,Versandeinheit,Paket,1,1,,14,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,17.28,fixed,1,"10:17.28,20:16.57,30:15.76,40:15.53,50:15.30,60:15.07,70:14.62,80:14.39,90:14.16,100:13.93,",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Sandalwood
177,178,variation,200683060228-PAL ,200683060228,Kokosnusskerzen,Versandeinheit,Palette,,1,,15,"Kokosnusskerzen 280g , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 65 , Kartons auf Palette
 = 12 ","Unsere Duftkerze wird Ihre Sinne wecken und Ihnen jedes Mal Freude bereiten, wenn Sie sie anzünden. Unsere Kokosnuss-Duftkerze duftet wunderbar und brennt durch den knisternden Holzdocht langsam ab. Der Docht für diese Kerze ist aus Holz - für einen gleichmäßigen Abbrand. Es bildet sich kein Ruß, kein Rauch und das Aroma hält lange an - das merkt man sowohl an der Kerze selbst als auch an dem Raum, in dem sie brennt. Sie schützen mit diesem Produkt den Planeten, da es sich hierbei um ein zu 100% biologisch abbaubares Naturprodukt handelt. Diese Kerzen werden mit Liebe von Hand gegossen und verbreiten eine besondere Stimmung, wo immer Sie sie aufstellen.

Lieferumfang:1 Kerze inklusive Beutel
Größe: S: 150 g L: 285 g ",biomondi in der Freizeit,,13.70,fixed,1,"390:13.70, 780:13.59, 1170:13.48, 1560:13.36, 1950:13.25, 2340:13.13, 2730:13.02, 3120:12.90, 3510:12.79, 3900:12.56, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_2.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_3.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze.png?v=1647253714, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Kerze_91faf634-f8fc-463c-8b47-0b0283627d2a.png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03735Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03720Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie.jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie..jpg?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...png?v=1648421307, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03981-removebg-preview_Kopie...jpg?v=1648421307",,,bad|Deko|duft|Garten|Geschenk|Geschenke|Ideen|kerze|Küche|nachhaltig|Party|schön|Set,,taxable,1,,,,,,,Gewicht,1,1,280g,,,,,,,,,Farben,1,1,Sandalwood
