,SKU,Product Description,Menge / Unit (Reference),Product Qty,Purchase,Shipping,Free Shipping,Purchace incl. Freight,Purchasing Total,Margin %,Yield,Unique Selling Price,Total Selling Price
1185,,,9.0,62920.0,"1,620","4,99",250.0,"1,62","101930,40","0,12","12231,64","1,81€","114162,04"
1186,,,10.0,70480.0,"1,620","4,99",250.0,"1,62","114177,6","0,10","11417,76","1,78€","125595,36"
1187,,,,,,,,,,,,,
1188,350611010000,"Bambus-Arbeits-/Freizeit-Socken 3er Packung , Anzahl 
pro Verp. = 3 Stück , Umverpackung/ VE = braune Tüte 3 Stück , VE je Karton = 50 , Kartons auf Palette
 = 12",1.0,45.0,"2,910","4,99",250.0,"3,02","135,94","0,45","61,17","4,38€","197,11"
1189,,,2.0,70.0,"2,910","4,99",250.0,"2,98","208,69","0,42","87,64","4,23€","296,33"
1190,,,3.0,95.0,"2,910","4,99",250.0,"2,90","276,45","0,38","105,05","4,01€","381,5"
1191,,,4.0,120.0,"2,910","4,99",250.0,"2,91","349,20","0,36","125,71","3,95€","474,91"
1192,,,5.0,770.0,"2,910","4,99",250.0,"2,91","2240,70","0,34","761,83","3,89€","3002,53"
1193,,,6.0,670.0,"2,910","4,99",250.0,"2,91","1949,7","0,32","623,90","3,84€","2573,6"
1194,,,7.0,820.0,"2,910","4,99",250.0,"2,91","2386,20","0,28","668,13","3,72€","3054,33"
1195,,,8.0,970.0,"2,910","4,99",250.0,"2,91","2822,70","0,26","733,90","3,66€","3556,60"
1196,,,9.0,1120.0,"2,910","4,99",250.0,"2,91","3259,20","0,24","782,20","3,60€","4041,40"
1197,,,10.0,1270.0,"2,910","4,99",250.0,"2,91","3695,70","0,22","813,05","3,55€","4508,75"
1198,,,,,,,,,,,,,
1199,350611010000-PAL,"Bambus-Arbeits-/Freizeit-Socken 3er Packung , Anzahl 
pro Verp. = 3 Stück , Umverpackung/ VE = braune Tüte 3 Stück , VE je Karton = 50 , Kartons auf Palette
 = 12",1.0,1360.0,"2,910","4,99",250.0,"2,91","3957,60","0,20","791,52","3,49€","4749,12"
1200,,,2.0,3160.0,"2,910","4,99",250.0,"2,91","9195,6","0,19","1747,16","3,46€","10942,76"
1201,,,3.0,4960.0,"2,910","4,99",250.0,"2,91","14433,6","0,18","2598,04","3,43€","17031,64"
1202,,,4.0,6760.0,"2,910","4,99",250.0,"2,91","19671,60","0,17","3344,17","3,40€","23015,77"
1203,,,5.0,8560.0,"2,910","4,99",250.0,"2,91","24909,60","0,16","3985,53","3,37€","28895,13"
1204,,,6.0,10360.0,"2,910","4,99",250.0,"2,91","30147,60","0,15","4522,14","3,34€","34669,74"
1205,,,7.0,12160.0,"2,910","4,99",250.0,"2,90","35385,6","0,14","4953,98","3,31€","40339,58"
1206,,,8.0,13960.0,"2,910","4,99",250.0,"2,90","40623,6","0,13","5281,06","3,28€","45904,65"
1207,,,9.0,15760.0,"2,910","4,99",250.0,"2,91","45861,60","0,12","5503,39","3,25€","51364,99"
1208,,,10.0,17560.0,"2,910","4,99",250.0,"2,91","51099,60","0,10","5109,96","3,20€","56209,56"
1209,,,,,,,,,,,,,
1210,200400020000,"Runde Palmblatt-Teller 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 50 , Kartons auf Palette
 = 12",1.0,410.0,"0,240","4,99",250.0,"0,25","103,38","0,45","46,52","0,36€","149,91"
1211,,,2.0,660.0,"0,240","4,99",250.0,"0,24","163,39","0,42","68,62","0,35€","232,01"
1212,,,3.0,910.0,"0,240","4,99",250.0,"0,24","223,39","0,38","84,88","0,33€","308,27"
1213,,,4.0,1160.0,"0,240","4,99",250.0,"0,24","278,4","0,36","100,22","0,32€","378,62"
1214,,,5.0,1410.0,"0,240","4,99",250.0,"0,24","338,4","0,34","115,05","0,32€","453,45"
1215,,,6.0,1660.0,"0,240","4,99",250.0,"0,24","398,4","0,32","127,48","0,31€","525,88"
1216,,,7.0,1910.0,"0,240","4,99",250.0,"0,24","458,4","0,28","128,35","0,30€","586,75"
1217,,,8.0,2160.0,"0,240","4,99",250.0,"0,24","518,4","0,26","134,78","0,30€","653,18"
1218,,,9.0,2410.0,"0,240","4,99",250.0,"0,24","578,4","0,24","138,81","0,29€","717,21"
1219,,,10.0,2660.0,"0,240","4,99",250.0,"0,24","638,4","0,22","140,44","0,29€","778,83"
1220,,,,,,,,,,,,,
1221,200400020000-PAL,"Runde Palmblatt-Teller 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 50 , Kartons auf Palette
 = 12",1.0,15000.0,"0,240","4,99",250.0,"0,240",3600,"0,20","720,00","0,29€","4320,00"
1222,,,2.0,30000.0,"0,240","4,99",250.0,"0,240",7200,"0,19","1368,00","0,29€","8568,00"
1223,,,3.0,45000.0,"0,240","4,99",250.0,"0,240",10800,"0,18","1944,00","0,28€","12744,00"
1224,,,4.0,60000.0,"0,240","4,99",250.0,"0,240",14400,"0,17","2448,00","0,28€","16848,00"
1225,,,5.0,75000.0,"0,240","4,99",250.0,"0,240",18000,"0,16","2880,00","0,28€","20880,00"
1226,,,6.0,90000.0,"0,240","4,99",250.0,"0,240",21600,"0,15","3240,00","0,28€","24840,00"
1227,,,7.0,105000.0,"0,240","4,99",250.0,"0,240",25200,"0,14","3528,00","0,27€","28728,00"
1228,,,8.0,120000.0,"0,240","4,99",250.0,"0,240",28800,"0,13","3744,00","0,27€","32544,00"
1229,,,9.0,135000.0,"0,240","4,99",250.0,"0,240",32400,"0,12","3888,00","0,27€","36288,00"
1230,,,10.0,150000.0,"0,240","4,99",250.0,"0,240",36000,"0,10","3600,00","0,26€","39600,00"
1231,,,,,,,,,,,,,
1232,200401020000,"Runde Palmblatt-Teller 20 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,350.0,"0,280","4,99",250.0,"0,29","102,99","0,45","46,34","0,42€","149,33"
1233,,,2.0,600.0,"0,280","4,99",250.0,"0,28","172,99","0,42","72,65","0,40€","245,64"
1234,,,3.0,850.0,"0,280","4,99",250.0,"0,28","242,99","0,38","92,33","0,39€","335,32"
1235,,,4.0,1100.0,"0,280","4,99",250.0,"0,28","308,00","0,36","110,88","0,38€","418,88"
1236,,,5.0,1350.0,"0,280","4,99",250.0,"0,28","378,00","0,34","128,52","0,37€","506,52"
1237,,,6.0,1600.0,"0,280","4,99",250.0,"0,28","448,00","0,32","143,36","0,36€","591,36"
1238,,,7.0,1850.0,"0,280","4,99",250.0,"0,28","518,0","0,28","145,04","0,35€","663,04"
1239,,,8.0,2100.0,"0,280","4,99",250.0,"0,28","588,0","0,26","152,88","0,35€","740,88"
1240,,,9.0,2350.0,"0,280","4,99",250.0,"0,28","658,00","0,24","157,92","0,34€","815,92"
1241,,,10.0,2600.0,"0,280","4,99",250.0,"0,28","728,00","0,22","160,16","0,34€","888,16"
1242,,,,,,,,,,,,,
1243,200401020000-PAL,"Runde Palmblatt-Teller 20 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,7200.0,"0,280","4,99",250.0,"0,280",2016,"0,20","403,20","0,34€","2419,20"
1244,,,2.0,14400.0,"0,280","4,99",250.0,"0,280",4032,"0,19","766,08","0,33€","4798,08"
1245,,,3.0,21600.0,"0,280","4,99",250.0,"0,280",6048,"0,18","1088,64","0,33€","7136,64"
1246,,,4.0,28800.0,"0,280","4,99",250.0,"0,280",8064,"0,17","1370,88","0,33€","9434,88"
1247,,,5.0,36000.0,"0,280","4,99",250.0,"0,280",10080,"0,16","1612,80","0,32€","11692,80"
1248,,,6.0,43200.0,"0,280","4,99",250.0,"0,280",12096,"0,15","1814,40","0,32€","13910,40"
1249,,,7.0,50400.0,"0,280","4,99",250.0,"0,280",14112,"0,14","1975,68","0,32€","16087,68"
1250,,,8.0,57600.0,"0,280","4,99",250.0,"0,280",16128,"0,13","2096,64","0,32€","18224,64"
1251,,,9.0,64800.0,"0,280","4,99",250.0,"0,280",18144,"0,12","2177,28","0,31€","20321,28"
1252,,,10.0,72000.0,"0,280","4,99",250.0,"0,280",20160,"0,10","2016,00","0,31€","22176,00"
1253,,,,,,,,,,,,,
1254,200402020000,"Runde Palmblatt-Teller 25 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,310.0,"0,310","4,99",250.0,"0,32","101,08","0,45","45,49","0,47€","146,57"
1255,,,2.0,560.0,"0,310","4,99",250.0,"0,31","178,59","0,42","75,00","0,45€","253,59"
1256,,,3.0,810.0,"0,310","4,99",250.0,"0,31","251,1","0,38","95,41","0,42€","346,51"
1257,,,4.0,1060.0,"0,310","4,99",250.0,"0,31","328,6","0,36","118,29","0,42€","446,89"
1258,,,5.0,1310.0,"0,310","4,99",250.0,"0,31","406,1","0,34","138,07","0,41€","544,17"
1259,,,6.0,1560.0,"0,310","4,99",250.0,"0,31","483,6","0,32","154,75","0,40€","638,35"
1260,,,7.0,1810.0,"0,310","4,99",250.0,"0,31","561,1","0,28","157,10","0,39€","718,2"
1261,,,8.0,2060.0,"0,310","4,99",250.0,"0,31","638,6","0,26","166,03","0,39€","804,63"
1262,,,9.0,2310.0,"0,310","4,99",250.0,"0,31","716,1","0,24","171,86","0,38€","887,96"
1263,,,10.0,2560.0,"0,310","4,99",250.0,"0,31","793,6","0,22","174,59","0,37€","968,19"
1264,,,,,,,,,,,,,
1265,200402020000-PAL,"Runde Palmblatt-Teller 25 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,4500.0,"0,310","4,99",250.0,"0,310",1395,"0,20","279,00","0,37€","1674,00"
1266,,,2.0,9000.0,"0,310","4,99",250.0,"0,310",2790,"0,19","530,10","0,37€","3320,10"
1267,,,3.0,13500.0,"0,310","4,99",250.0,"0,310",4185,"0,18","753,30","0,37€","4938,30"
1268,,,4.0,18000.0,"0,310","4,99",250.0,"0,310",5580,"0,17","948,60","0,36€","6528,60"
1269,,,5.0,22500.0,"0,310","4,99",250.0,"0,310",6975,"0,16","1116,00","0,36€","8091,00"
1270,,,6.0,27000.0,"0,310","4,99",250.0,"0,310",8370,"0,15","1255,50","0,36€","9625,50"
1271,,,7.0,31500.0,"0,310","4,99",250.0,"0,310",9765,"0,14","1367,10","0,35€","11132,10"
1272,,,8.0,36000.0,"0,310","4,99",250.0,"0,310",11160,"0,13","1450,80","0,35€","12610,80"
1273,,,9.0,40500.0,"0,310","4,99",250.0,"0,310",12555,"0,12","1506,60","0,35€","14061,60"
1274,,,10.0,45000.0,"0,310","4,99",250.0,"0,310",13950,"0,10","1395,00","0,34€","15345,00"
1275,,,,,,,,,,,,,
1276,200410020000,"Quadratische Palmblatt-Teller 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 44 , Kartons auf Palette
 = 12",1.0,370.0,"0,260","4,99",250.0,"0,27","101,19","0,45","45,53","0,39€","146,72"
1277,,,2.0,620.0,"0,260","4,99",250.0,"0,26","166,19","0,42","69,79","0,38€","235,98"
1278,,,3.0,870.0,"0,260","4,99",250.0,"0,26","231,19","0,38","87,85","0,36€","319,04"
1279,,,4.0,1120.0,"0,260","4,99",250.0,"0,26","291,2","0,36","104,83","0,35€","396,03"
1280,,,5.0,1370.0,"0,260","4,99",250.0,"0,26","356,2","0,34","121,10","0,34€","477,29"
1281,,,6.0,1620.0,"0,260","4,99",250.0,"0,26","421,2","0,32","134,78","0,34€","555,98"
1282,,,7.0,1870.0,"0,260","4,99",250.0,"0,26","486,2","0,28","136,13","0,33€","622,32"
1283,,,8.0,2120.0,"0,260","4,99",250.0,"0,26","551,2","0,26","143,31","0,32€","694,51"
1284,,,9.0,2370.0,"0,260","4,99",250.0,"0,26","616,2","0,24","147,88","0,32€","764,08"
1285,,,10.0,2620.0,"0,260","4,99",250.0,"0,26","681,2","0,22","149,86","0,31€","831,06"
1286,,,,,,,,,,,,,
1287,200410020000-PAL,"Quadratische Palmblatt-Teller 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 44 , Kartons auf Palette
 = 12",1.0,13200.0,"0,260","4,99",250.0,"0,260",3432,"0,20","686,40","0,31€","4118,40"
1288,,,2.0,26400.0,"0,260","4,99",250.0,"0,260",6864,"0,19","1304,16","0,31€","8168,16"
1289,,,3.0,39600.0,"0,260","4,99",250.0,"0,260",10296,"0,18","1853,28","0,31€","12149,28"
1290,,,4.0,52800.0,"0,260","4,99",250.0,"0,260",13728,"0,17","2333,76","0,30€","16061,76"
1291,,,5.0,66000.0,"0,260","4,99",250.0,"0,260",17160,"0,16","2745,60","0,30€","19905,60"
1292,,,6.0,79200.0,"0,260","4,99",250.0,"0,260",20592,"0,15","3088,80","0,30€","23680,80"
1293,,,7.0,92400.0,"0,260","4,99",250.0,"0,260",24024,"0,14","3363,36","0,30€","27387,36"
1294,,,8.0,105600.0,"0,260","4,99",250.0,"0,260",27456,"0,13","3569,28","0,29€","31025,28"
1295,,,9.0,118800.0,"0,260","4,99",250.0,"0,260",30888,"0,12","3706,56","0,29€","34594,56"
1296,,,10.0,132000.0,"0,260","4,99",250.0,"0,260",34320,"0,10","3432,00","0,29€","37752,00"
1297,,,,,,,,,,,,,
1298,200411020000,"Quadratische Palmblatt-Teller 20 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,330.0,"0,300","4,99",250.0,"0,31","103,99","0,45","46,79","0,45€","150,78"
1299,,,2.0,580.0,"0,300","4,99",250.0,"0,30","178,99","0,42","75,17","0,43€","254,16"
1300,,,3.0,830.0,"0,300","4,99",250.0,"0,30","253,99","0,38","96,51","0,42€","350,5"
1301,,,4.0,1080.0,"0,300","4,99",250.0,"0,3","324,0","0,36","116,64","0,40€","440,64"
1302,,,5.0,1330.0,"0,300","4,99",250.0,"0,3","399,0","0,34","135,66","0,40€","534,66"
1303,,,6.0,1580.0,"0,300","4,99",250.0,"0,3","474,0","0,32","151,68","0,39€","625,68"
1304,,,7.0,1830.0,"0,300","4,99",250.0,"0,3","549,0","0,28","153,72","0,38€","702,72"
1305,,,8.0,2080.0,"0,300","4,99",250.0,"0,3","624,0","0,26","162,24","0,37€","786,24"
1306,,,9.0,2330.0,"0,300","4,99",250.0,"0,3","699,0","0,24","167,76","0,37€","866,76"
1307,,,10.0,2580.0,"0,300","4,99",250.0,"0,3","774,0","0,22","170,28","0,36€","944,28"
1308,,,,,,,,,,,,,
1309,200411020000-PAL,"Quadratische Palmblatt-Teller 20 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,5400.0,"0,300","4,99",250.0,"0,300",1620,"0,20","324,00","0,36€","1944,00"
1310,,,2.0,10800.0,"0,300","4,99",250.0,"0,300",3240,"0,19","615,60","0,36€","3855,60"
1311,,,3.0,16200.0,"0,300","4,99",250.0,"0,300",4860,"0,18","874,80","0,35€","5734,80"
1312,,,4.0,21600.0,"0,300","4,99",250.0,"0,300",6480,"0,17","1101,60","0,35€","7581,60"
1313,,,5.0,27000.0,"0,300","4,99",250.0,"0,300",8100,"0,16","1296,00","0,35€","9396,00"
1314,,,6.0,32400.0,"0,300","4,99",250.0,"0,300",9720,"0,15","1458,00","0,35€","11178,00"
1315,,,7.0,37800.0,"0,300","4,99",250.0,"0,300",11340,"0,14","1587,60","0,34€","12927,60"
1316,,,8.0,43200.0,"0,300","4,99",250.0,"0,300",12960,"0,13","1684,80","0,34€","14644,80"
1317,,,9.0,48600.0,"0,300","4,99",250.0,"0,300",14580,"0,12","1749,60","0,34€","16329,60"
1318,,,10.0,54000.0,"0,300","4,99",250.0,"0,300",16200,"0,10","1620,00","0,33€","17820,00"
1319,,,,,,,,,,,,,
1320,200412020000,"Quadratische Palmblatt-Teller 25 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,310.0,"0,320","4,99",250.0,"0,33","104,19","0,45","46,88","0,48€","151,07"
1321,,,2.0,560.0,"0,320","4,99",250.0,"0,32","184,19","0,42","77,35","0,46€","261,54"
1322,,,3.0,810.0,"0,320","4,99",250.0,"0,32","259,2","0,38","98,49","0,44€","357,69"
1323,,,4.0,1060.0,"0,320","4,99",250.0,"0,32","339,2","0,36","122,11","0,43€","461,31"
1324,,,5.0,1310.0,"0,320","4,99",250.0,"0,32","419,2","0,34","142,52","0,42€","561,72"
1325,,,6.0,1560.0,"0,320","4,99",250.0,"0,32","499,2","0,32","159,74","0,42€","658,94"
1326,,,7.0,1810.0,"0,320","4,99",250.0,"0,32","579,2","0,28","162,17","0,40€","741,37"
1327,,,8.0,2060.0,"0,320","4,99",250.0,"0,32","659,2","0,26","171,39","0,40€","830,59"
1328,,,9.0,2310.0,"0,320","4,99",250.0,"0,32","739,2","0,24","177,40","0,39€","916,6"
1329,,,10.0,2560.0,"0,320","4,99",250.0,"0,32","819,2","0,22","180,22","0,39€","999,42"
1330,,,,,,,,,,,,,
1331,200412020000-PAL,"Quadratische Palmblatt-Teller 25 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,4500.0,"0,320","4,99",250.0,"0,320",1440,"0,20","288,00","0,38€","1728,00"
1332,,,2.0,9000.0,"0,320","4,99",250.0,"0,320",2880,"0,19","547,20","0,38€","3427,20"
1333,,,3.0,13500.0,"0,320","4,99",250.0,"0,320",4320,"0,18","777,60","0,38€","5097,60"
1334,,,4.0,18000.0,"0,320","4,99",250.0,"0,320",5760,"0,17","979,20","0,37€","6739,20"
1335,,,5.0,22500.0,"0,320","4,99",250.0,"0,320",7200,"0,16","1152,00","0,37€","8352,00"
1336,,,6.0,27000.0,"0,320","4,99",250.0,"0,320",8640,"0,15","1296,00","0,37€","9936,00"
1337,,,7.0,31500.0,"0,320","4,99",250.0,"0,320",10080,"0,14","1411,20","0,36€","11491,20"
1338,,,8.0,36000.0,"0,320","4,99",250.0,"0,320",11520,"0,13","1497,60","0,36€","13017,60"
1339,,,9.0,40500.0,"0,320","4,99",250.0,"0,320",12960,"0,12","1555,20","0,36€","14515,20"
1340,,,10.0,45000.0,"0,320","4,99",250.0,"0,320",14400,"0,10","1440,00","0,35€","15840,00"
1341,,,,,,,,,,,,,
1342,200420020000,"Palmblatt-Menüteller 25 cm (3-Kammern) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,210.0,"0,460","4,99",250.0,"0,48","101,59","0,45","45,71","0,70€","147,3"
1343,,,2.0,360.0,"0,460","4,99",250.0,"0,47","170,59","0,42","71,64","0,67€","242,23"
1344,,,3.0,510.0,"0,460","4,99",250.0,"0,46","239,59","0,38","91,04","0,64€","330,63"
1345,,,4.0,660.0,"0,460","4,99",250.0,"0,46","303,6","0,36","109,29","0,62€","412,89"
1346,,,5.0,810.0,"0,460","4,99",250.0,"0,46","372,6","0,34","126,68","0,61€","499,28"
1347,,,6.0,960.0,"0,460","4,99",250.0,"0,46","441,6","0,32","141,31","0,60€","582,91"
1348,,,7.0,1110.0,"0,460","4,99",250.0,"0,46","510,6","0,28","142,96","0,58€","653,56"
1349,,,8.0,1260.0,"0,460","4,99",250.0,"0,46","579,6","0,26","150,69","0,57€","730,29"
1350,,,9.0,1410.0,"0,460","4,99",250.0,"0,46","648,6","0,24","155,66","0,57€","804,26"
1351,,,10.0,1560.0,"0,460","4,99",250.0,"0,46","717,6","0,22","157,87","0,56€","875,47"
1352,,,,,,,,,,,,,
1353,200420020000-PAL,"Palmblatt-Menüteller 25 cm (3-Kammern) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,3600.0,"0,460","4,99",250.0,"0,460",1656,"0,20","331,20","0,55€","1987,20"
1354,,,2.0,7200.0,"0,460","4,99",250.0,"0,460",3312,"0,19","629,28","0,55€","3941,28"
1355,,,3.0,10800.0,"0,460","4,99",250.0,"0,460",4968,"0,18","894,24","0,54€","5862,24"
1356,,,4.0,14400.0,"0,460","4,99",250.0,"0,460",6624,"0,17","1126,08","0,54€","7750,08"
1357,,,5.0,18000.0,"0,460","4,99",250.0,"0,460",8280,"0,16","1324,80","0,53€","9604,80"
1358,,,6.0,21600.0,"0,460","4,99",250.0,"0,460",9936,"0,15","1490,40","0,53€","11426,40"
1359,,,7.0,25200.0,"0,460","4,99",250.0,"0,460",11592,"0,14","1622,88","0,52€","13214,88"
1360,,,8.0,28800.0,"0,460","4,99",250.0,"0,460",13248,"0,13","1722,24","0,52€","14970,24"
1361,,,9.0,32400.0,"0,460","4,99",250.0,"0,460",14904,"0,12","1788,48","0,52€","16692,48"
1362,,,10.0,36000.0,"0,460","4,99",250.0,"0,460",16560,"0,10","1656,00","0,51€","18216,00"
1363,,,,,,,,,,,,,
1364,200421020000,"Palmblatt-Menüteller 30 cm (4-Kammern) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 7 , Kartons auf Palette
 = 12",1.0,195.0,"0,500","4,99",250.0,"0,52","102,49","0,45","46,12","0,76€","148,60"
1365,,,2.0,370.0,"0,500","4,99",250.0,"0,51","189,99","0,42","79,79","0,72€","269,78"
1366,,,3.0,545.0,"0,500","4,99",250.0,"0,5","272,5","0,38","103,55","0,69€","376,05"
1367,,,4.0,720.0,"0,500","4,99",250.0,"0,5","360,0","0,36","129,6","0,68€","489,6"
1368,,,5.0,895.0,"0,500","4,99",250.0,"0,5","447,5","0,34","152,15","0,66€","599,65"
1369,,,6.0,1070.0,"0,500","4,99",250.0,"0,5","535,0","0,32","171,20","0,66€","706,2"
1370,,,7.0,1245.0,"0,500","4,99",250.0,"0,5","622,5","0,28","174,3","0,64€","796,8"
1371,,,8.0,1420.0,"0,500","4,99",250.0,"0,5","710,0","0,26","184,6","0,63€","894,6"
1372,,,9.0,1595.0,"0,500","4,99",250.0,"0,5","797,5","0,24","191,4","0,62€","988,9"
1373,,,10.0,1770.0,"0,500","4,99",250.0,"0,5","885,0","0,22","194,7","0,61€","1079,7"
1374,,,,,,,,,,,,,
1375,200421020000-PAL,"Palmblatt-Menüteller 30 cm (4-Kammern) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 7 , Kartons auf Palette
 = 12",2.0,4200.0,"0,500","4,99",250.0,"0,500",2100,"0,20","420,00","0,60€","2520,00"
1376,,,4.0,8400.0,"0,500","4,99",250.0,"0,500",4200,"0,19","798,00","0,60€","4998,00"
1377,,,6.0,12600.0,"0,500","4,99",250.0,"0,500",6300,"0,18","1134,00","0,59€","7434,00"
1378,,,8.0,16800.0,"0,500","4,99",250.0,"0,500",8400,"0,17","1428,00","0,59€","9828,00"
1379,,,10.0,21000.0,"0,500","4,99",250.0,"0,500",10500,"0,16","1680,00","0,58€","12180,00"
1380,,,12.0,25200.0,"0,500","4,99",250.0,"0,500",12600,"0,15","1890,00","0,58€","14490,00"
1381,,,14.0,29400.0,"0,500","4,99",250.0,"0,500",14700,"0,14","2058,00","0,57€","16758,00"
1382,,,16.0,33600.0,"0,500","4,99",250.0,"0,500",16800,"0,13","2184,00","0,57€","18984,00"
1383,,,18.0,37800.0,"0,500","4,99",250.0,"0,500",18900,"0,12","2268,00","0,56€","21168,00"
1384,,,20.0,42000.0,"0,500","4,99",250.0,"0,500",21000,"0,10","2100,00","0,55€","23100,00"
1385,,,,,,,,,,,,,
1386,200430020000,"Tiefe Palmblatt-Schüsseln 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,340.0,"0,280","4,99",250.0,"0,29","100,19","0,45","45,08","0,42€","145,26"
1387,,,2.0,640.0,"0,280","4,99",250.0,"0,28","184,19","0,42","77,35","0,40€","261,54"
1388,,,3.0,940.0,"0,280","4,99",250.0,"0,28","263,20","0,38","100,01","0,38€","363,21"
1389,,,4.0,1240.0,"0,280","4,99",250.0,"0,28","347,20","0,36","124,99","0,38€","472,19"
1390,,,5.0,1540.0,"0,280","4,99",250.0,"0,28","431,20","0,34","146,60","0,37€","577,80"
1391,,,6.0,1840.0,"0,280","4,99",250.0,"0,28","515,2","0,32","164,86","0,36€","680,06"
1392,,,7.0,2140.0,"0,280","4,99",250.0,"0,28","599,2","0,28","167,77","0,35€","766,97"
1393,,,8.0,2440.0,"0,280","4,99",250.0,"0,28","683,2","0,26","177,63","0,35€","860,83"
1394,,,9.0,2740.0,"0,280","4,99",250.0,"0,28","767,2","0,24","184,12","0,34€","951,32"
1395,,,10.0,3040.0,"0,280","4,99",250.0,"0,28","851,2","0,22","187,26","0,34€","1038,46"
1396,,,,,,,,,,,,,
1397,200430020000-PAL,"Tiefe Palmblatt-Schüsseln 15 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,7200.0,"0,280","4,99",250.0,"0,280",2016,"0,20","403,20","0,34€","2419,20"
1398,,,2.0,14400.0,"0,280","4,99",250.0,"0,280",4032,"0,19","766,08","0,33€","4798,08"
1399,,,3.0,21600.0,"0,280","4,99",250.0,"0,280",6048,"0,18","1088,64","0,33€","7136,64"
1400,,,4.0,28800.0,"0,280","4,99",250.0,"0,280",8064,"0,17","1370,88","0,33€","9434,88"
1401,,,5.0,36000.0,"0,280","4,99",250.0,"0,280",10080,"0,16","1612,80","0,32€","11692,80"
1402,,,6.0,43200.0,"0,280","4,99",250.0,"0,280",12096,"0,15","1814,40","0,32€","13910,40"
1403,,,7.0,50400.0,"0,280","4,99",250.0,"0,280",14112,"0,14","1975,68","0,32€","16087,68"
1404,,,8.0,57600.0,"0,280","4,99",250.0,"0,280",16128,"0,13","2096,64","0,32€","18224,64"
1405,,,9.0,64800.0,"0,280","4,99",250.0,"0,280",18144,"0,12","2177,28","0,31€","20321,28"
1406,,,10.0,72000.0,"0,280","4,99",250.0,"0,280",20160,"0,10","2016,00","0,31€","22176,00"
1407,,,,,,,,,,,,,
1408,200431020000,"Tiefe Palmblatt-Schüsseln 18 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,330.0,"0,300","4,99",250.0,"0,31","103,99","0,45","46,79","0,45€","150,78"
1409,,,2.0,580.0,"0,300","4,99",250.0,"0,30","178,99","0,42","75,17","0,43€","254,16"
1410,,,3.0,830.0,"0,300","4,99",250.0,"0,30","253,99","0,38","96,51","0,42€","350,5"
1411,,,4.0,1080.0,"0,300","4,99",250.0,"0,3","324,0","0,36","116,64","0,40€","440,64"
1412,,,5.0,1330.0,"0,300","4,99",250.0,"0,3","399,0","0,34","135,66","0,40€","534,66"
1413,,,6.0,1580.0,"0,300","4,99",250.0,"0,3","474,0","0,32","151,68","0,39€","625,68"
1414,,,7.0,1830.0,"0,300","4,99",250.0,"0,3","549,0","0,28","153,72","0,38€","702,72"
1415,,,8.0,2080.0,"0,300","4,99",250.0,"0,3","624,0","0,26","162,24","0,37€","786,24"
1416,,,9.0,2330.0,"0,300","4,99",250.0,"0,3","699,0","0,24","167,76","0,37€","866,76"
1417,,,10.0,2580.0,"0,300","4,99",250.0,"0,3","774,0","0,22","170,28","0,36€","944,28"
1418,,,,,,,,,,,,,
